Date,Price,Open,High,Low,Vol.,Change %
23-Nov-16,82.45,83.09,85.48,82.08,-,-1.14%
22-Nov-16,83.4,81.31,84.83,80.3,-,3.28%
21-Nov-16,80.75,86,86,79.78,-,-6.54%
18-Nov-16,86.4,88.15,88.15,84.94,-,-1.35%
17-Nov-16,87.58,91.98,91.98,86.85,-,-5.27%
16-Nov-16,92.45,93.47,94.14,90.14,-,0.74%
15-Nov-16,91.77,98.21,100.27,91.38,-,-6.57%
14-Nov-16,98.22,99.99,101.29,95.73,-,1.03%
11-Nov-16,97.22,105.4,106.04,97.22,-,-5.31%
10-Nov-16,102.67,95.64,107.24,92.62,-,6.79%
9-Nov-16,96.14,113.42,113.42,95.67,-,-11.53%
8-Nov-16,108.67,112,114.56,108.13,-,0.77%
7-Nov-16,107.84,110.08,113.32,106.6,-,-10.31%
4-Nov-16,120.23,115.88,120.92,114.75,-,-0.01%
3-Nov-16,120.24,110.56,120.39,110.13,-,6.98%
2-Nov-16,112.39,107.66,112.39,107.62,-,3.81%
1-Nov-16,108.26,102.41,113.57,102.3,-,5.29%
31-Oct-16,102.82,99.69,103.64,98.4,-,3.40%
28-Oct-16,99.44,90.53,106.66,87.85,-,9.02%
27-Oct-16,91.21,87.07,91.41,86.93,-,4.96%
26-Oct-16,86.9,88.23,88.28,85.11,-,0.78%
25-Oct-16,86.23,85.39,87.25,84.79,-,0.49%
24-Oct-16,85.81,86.47,87.7,85.36,-,-1.75%
21-Oct-16,87.34,90.87,92.47,87.11,-,-2.65%
20-Oct-16,89.72,94.12,94.55,89.61,-,-4.45%
19-Oct-16,93.9,94.86,95.61,93.05,-,-3.07%
18-Oct-16,96.87,97.2,97.95,95.75,-,-2.49%
17-Oct-16,99.34,99.46,101.11,98.99,-,-1.65%
14-Oct-16,101.01,100.89,101.74,98.14,-,-2.31%
13-Oct-16,103.4,104.98,108.31,102.02,-,1.35%
12-Oct-16,102.02,101.41,103.53,99.41,-,6.91%
11-Oct-16,95.43,91.94,98.55,91.85,-,5.26%
10-Oct-16,90.66,92.4,92.7,89.18,-,-0.22%
7-Oct-16,90.86,89.75,92.46,89.57,-,1.11%
6-Oct-16,89.86,90.9,91.65,89.85,-,-0.02%
5-Oct-16,89.88,89.67,90.77,88.29,-,-0.07%
4-Oct-16,89.94,91.35,93.78,89.88,-,-1.72%
3-Oct-16,91.51,94.81,95.56,91.15,-,0.10%
30-Sep-16,91.42,92.78,94.28,90.7,-,-2.52%
29-Sep-16,93.78,88.28,100.5,87.1,-,7.12%
28-Sep-16,87.55,88.02,90.26,87.09,-,-1.56%
27-Sep-16,88.94,96.57,96.65,88.16,-,-7.59%
26-Sep-16,96.24,94.84,97.78,94.72,-,6.46%
23-Sep-16,90.4,89.38,90.73,87.11,-,1.32%
22-Sep-16,89.22,88.41,91.02,87.54,-,-3.64%
21-Sep-16,92.59,99.32,101.23,90.84,-,-9.21%
20-Sep-16,101.98,99.78,102.51,99.78,-,0.39%
19-Sep-16,101.58,100.19,103.27,97.44,-,-0.98%
16-Sep-16,102.59,109.48,111.14,102.08,-,-6.11%
15-Sep-16,109.27,111.05,111.48,105.72,-,-3.43%
14-Sep-16,113.15,112.34,113.66,105.96,-,2.84%
13-Sep-16,110.02,103.84,116.01,102.49,-,10.54%
12-Sep-16,99.53,110.18,110.75,98.37,-,-9.53%
9-Sep-16,110.02,89.67,110.67,89.67,-,28.57%
8-Sep-16,85.57,84.22,86.84,83.81,-,3.00%
7-Sep-16,83.08,82.52,84.24,81.6,-,1.14%
6-Sep-16,82.14,84.33,84.59,81.97,-,0.97%
2-Sep-16,81.35,82.9,82.9,80.22,-,-4.18%
1-Sep-16,84.9,84.73,88.61,83.96,-,0.04%
31-Aug-16,84.87,85.2,89.27,84.23,-,0.51%
30-Aug-16,84.44,86.23,86.64,84.22,-,-1.62%
29-Aug-16,85.83,90.32,90.34,85.63,-,-3.15%
26-Aug-16,88.62,85.77,92.46,80.6,-,3.73%
25-Aug-16,85.43,87.24,87.24,83.87,-,0.07%
24-Aug-16,85.37,83.37,86.25,81.83,-,2.30%
23-Aug-16,83.45,82.45,83.59,80.3,-,0.38%
22-Aug-16,83.13,85.39,86.43,82.24,-,0.84%
19-Aug-16,82.44,84.03,84.8,80.91,-,-0.47%
18-Aug-16,82.83,85.67,86.78,81.73,-,-2.37%
17-Aug-16,84.84,90.73,92.95,84.28,-,-7.64%
16-Aug-16,91.86,93.3,95.27,90.72,-,0.21%
15-Aug-16,91.67,94.35,94.64,90.83,-,-2.98%
12-Aug-16,94.49,96.44,97.98,93.75,-,-2.95%
11-Aug-16,97.36,93.7,97.36,91.88,-,8.90%
10-Aug-16,89.4,87.03,91.34,86.08,-,3.17%
9-Aug-16,86.65,82.9,88.04,82.41,-,2.54%
8-Aug-16,84.5,87.47,87.47,84.24,-,-0.86%
5-Aug-16,85.23,86.48,86.6,83.92,-,-3.30%
4-Aug-16,88.14,88.91,89.24,87.58,-,-0.51%
3-Aug-16,88.59,93.82,94.7,88.45,-,-5.64%
2-Aug-16,93.89,91.91,96.75,91.6,-,3.54%
1-Aug-16,90.68,92.39,93.71,89.59,-,-0.18%
29-Jul-16,90.84,90.27,91.64,88.15,-,1.15%
28-Jul-16,89.81,90.87,92.19,89.33,-,-1.56%
27-Jul-16,91.23,90.37,94.61,89.41,-,-0.23%
26-Jul-16,91.44,91.64,93.53,90.45,-,-0.55%
25-Jul-16,91.95,90.61,95.3,90.13,-,2.73%
22-Jul-16,89.51,91.72,92.07,87.66,-,-3.59%
21-Jul-16,92.84,88.2,96,87.39,-,6.60%
20-Jul-16,87.09,87.91,89.36,87.05,-,-2.18%
19-Jul-16,89.03,87.1,91.79,86.12,-,2.10%
18-Jul-16,87.2,89.88,90.5,86.43,-,-2.07%
15-Jul-16,89.04,86.05,91.01,84.74,-,3.50%
14-Jul-16,86.03,82.8,86.93,81.45,-,2.20%
13-Jul-16,84.18,86.83,88.49,83.62,-,-0.94%
12-Jul-16,84.98,83.08,87.08,82.62,-,0.24%
11-Jul-16,84.78,84.86,85.37,83.42,-,0.07%
8-Jul-16,84.72,86.95,87.7,84.09,-,-5.34%
7-Jul-16,89.5,89.08,93.31,86.86,-,0.29%
6-Jul-16,89.24,94.22,94.62,89.23,-,-2.84%
5-Jul-16,91.85,94.51,96.16,91.35,-,0.16%
1-Jul-16,91.7,95.2,95.33,89.49,-,-2.68%
30-Jun-16,94.23,99.02,99.66,94.06,-,-4.43%
29-Jun-16,98.6,104.96,104.96,98.13,-,-8.70%
28-Jun-16,108,108.66,110.74,106.22,-,-6.57%
27-Jun-16,115.6,124.74,124.8,113.31,-,-7.62%
24-Jun-16,125.13,131.95,132.42,114.79,-,19.50%
23-Jun-16,104.71,114.8,115.1,104.71,-,-14.83%
22-Jun-16,122.94,112.83,130.45,111.74,-,8.36%
21-Jun-16,113.46,110.27,116.22,109.96,-,0.94%
20-Jun-16,112.4,109.71,112.88,105.61,-,-2.87%
17-Jun-16,115.72,115.63,116.57,111.69,-,0.22%
16-Jun-16,115.47,116.4,123.24,114.76,-,1.09%
15-Jun-16,114.23,114.69,116.16,111.23,-,-1.90%
14-Jun-16,116.44,123.96,125.26,114.97,-,-6.52%
13-Jun-16,124.56,104.8,125.34,104.8,-,20.02%
10-Jun-16,103.78,93.12,103.88,92.04,-,15.34%
9-Jun-16,89.98,87.38,91.33,87.29,-,3.89%
8-Jun-16,86.61,86.1,88.8,85.09,-,5.24%
7-Jun-16,82.3,80.54,82.82,79.41,-,1.97%
6-Jun-16,80.71,81.26,82.18,80.35,-,2.06%
3-Jun-16,79.08,80.62,82.21,78.35,-,-0.58%
2-Jun-16,79.54,80.24,80.84,78.82,-,0.77%
1-Jun-16,78.93,79.98,81.47,78.71,-,-0.63%
31-May-16,79.43,79.82,82.41,79.3,-,4.28%
27-May-16,76.17,77.96,78.87,76.17,-,-1.69%
26-May-16,77.48,78.58,78.86,77.3,-,-1.35%
25-May-16,78.54,78.7,79.57,77.23,-,-1.18%
24-May-16,79.48,83.98,84.08,79.24,-,-5.52%
23-May-16,84.12,86.95,87,83.52,-,-1.57%
20-May-16,85.46,89.79,89.79,84.52,-,-5.53%
19-May-16,90.46,90.77,94.7,89.14,-,0.52%
18-May-16,89.99,91.81,92.05,85.38,-,-1.93%
17-May-16,91.76,91.04,93.23,89.68,-,1.27%
16-May-16,90.61,94.01,94.49,90.02,-,-3.61%
13-May-16,94,90.96,94.13,88.95,-,3.01%
12-May-16,91.25,90.51,93.89,89.75,-,-0.31%
11-May-16,91.53,88.55,91.53,88.2,-,6.53%
10-May-16,85.92,85.74,86.47,84.48,-,-0.58%
9-May-16,86.42,90.72,90.94,86.08,-,-2.75%
6-May-16,88.86,92.32,92.32,88.55,-,-2.97%
5-May-16,91.58,91.53,93.7,90.49,-,-0.30%
4-May-16,91.86,92.5,94.44,91.79,-,0.22%
3-May-16,91.66,91.73,94.27,91.22,-,2.42%
2-May-16,89.49,92.25,92.5,88.2,-,-2.39%
29-Apr-16,91.68,87.71,95.72,86.93,-,4.95%
28-Apr-16,87.36,84.91,88.24,81.42,-,5.13%
27-Apr-16,83.1,85.56,87.47,83.08,-,-1.67%
26-Apr-16,84.51,85.39,86.12,84.02,-,-1.47%
25-Apr-16,85.77,86.6,87.51,85.62,-,1.99%
22-Apr-16,84.1,87.76,87.76,83.69,-,-3.41%
21-Apr-16,87.07,88.31,88.99,86.21,-,-1.02%
20-Apr-16,87.97,85.15,88.45,84.1,-,1.14%
19-Apr-16,86.98,86.69,88.68,84.88,-,0.47%
18-Apr-16,86.57,92.23,92.23,86.29,-,-4.10%
15-Apr-16,90.27,88.7,92.25,87.77,-,2.67%
14-Apr-16,87.92,87.9,89.16,86.29,-,0.03%
13-Apr-16,87.89,91.05,91.5,87.82,-,-2.11%
12-Apr-16,89.78,91.76,93.81,89.57,-,-3.26%
11-Apr-16,92.81,89.95,93.08,88.54,-,3.43%
8-Apr-16,89.73,90.06,90.54,87.85,-,-3.25%
7-Apr-16,92.74,87.2,94.97,86.48,-,8.35%
6-Apr-16,85.59,88.59,89.41,85.38,-,-3.95%
5-Apr-16,89.11,87.5,89.59,86.96,-,5.54%
4-Apr-16,84.43,83.84,85.26,82.79,-,3.51%
1-Apr-16,81.57,85.09,86.17,81.24,-,-1.65%
31-Mar-16,82.94,81.33,84.68,80.46,-,3.25%
30-Mar-16,80.33,80.46,82.08,78.93,-,-1.30%
29-Mar-16,81.39,84.09,84.38,80.61,-,-2.28%
28-Mar-16,83.29,86.72,88.13,82.17,-,-1.08%
24-Mar-16,84.2,88.38,89.19,83.7,-,-2.16%
23-Mar-16,86.06,86.35,86.88,83.95,-,1.20%
22-Mar-16,85.04,87.89,88.78,84.43,-,-3.12%
21-Mar-16,87.78,86.79,90.28,85.59,-,1.83%
18-Mar-16,86.2,83.44,86.2,81.45,-,1.76%
17-Mar-16,84.71,85.41,85.41,81.63,-,0.40%
16-Mar-16,84.37,90.75,91.21,84.08,-,-6.61%
15-Mar-16,90.34,91.91,91.91,88.29,-,0.67%
14-Mar-16,89.74,92.8,93.76,88.37,-,-2.83%
11-Mar-16,92.35,92.8,93.73,90.36,-,-2.55%
10-Mar-16,94.77,92.33,99.81,89.74,-,2.06%
9-Mar-16,92.86,94.23,95.76,92.06,-,6.17%
8-Mar-16,87.46,83.87,87.86,83.63,-,6.27%
7-Mar-16,82.3,84.41,84.54,81.7,-,0.40%
4-Mar-16,81.97,78.95,82.04,78.39,-,3.22%
3-Mar-16,79.41,79.27,79.68,77.29,-,0.72%
2-Mar-16,78.84,81.01,82.18,78.51,-,-0.77%
1-Mar-16,79.45,84.05,84.4,79.39,-,-6.60%
29-Feb-16,85.06,85.8,85.86,81.72,-,1.60%
26-Feb-16,83.72,83.28,83.92,81.76,-,0.25%
25-Feb-16,83.51,86.12,87.48,83.42,-,-3.72%
24-Feb-16,86.74,92.1,93.16,86.41,-,-3.27%
23-Feb-16,89.67,87.02,89.92,86.32,-,4.04%
22-Feb-16,86.19,86.15,86.9,85.13,-,-0.07%
19-Feb-16,86.25,88.39,89.35,85.49,-,-1.46%
18-Feb-16,87.53,88.15,88.71,84.58,-,-1.61%
17-Feb-16,88.96,92.77,93.42,88.48,-,-5.56%
16-Feb-16,94.2,101.69,101.83,93.21,-,-8.77%
12-Feb-16,103.25,105.79,106.75,102.15,-,-3.69%
11-Feb-16,107.21,114.19,114.19,106.13,-,0.96%
10-Feb-16,106.19,106.53,107.02,103.75,-,3.04%
9-Feb-16,103.06,107.59,108.29,102.82,-,-1.41%
8-Feb-16,104.53,106.13,109.79,104.3,-,3.96%
5-Feb-16,100.55,95.36,101.95,94.32,-,5.60%
4-Feb-16,95.22,98.1,99.04,94.72,-,-2.16%
3-Feb-16,97.32,97.26,102.58,97.09,-,-0.29%
2-Feb-16,97.6,92.1,98.73,92.1,-,8.87%
1-Feb-16,89.65,92.58,92.58,89.32,-,-0.33%
29-Jan-16,89.95,95.47,95.47,89.63,-,-6.85%
28-Jan-16,96.56,97.82,100.04,95.4,-,-3.48%
27-Jan-16,100.04,98.6,101.15,96.01,-,1.67%
26-Jan-16,98.4,101.63,102.96,98.03,-,-4.35%
25-Jan-16,102.88,100.17,103.25,99.71,-,4.00%
22-Jan-16,98.92,105.68,105.68,98.22,-,-8.73%
21-Jan-16,108.38,113.51,114.69,105.58,-,-3.99%
20-Jan-16,112.88,118.51,121.15,111.61,-,-0.77%
19-Jan-16,113.76,114.01,117.31,113.7,-,-2.28%
15-Jan-16,116.41,119.39,121.11,115.15,-,5.76%
14-Jan-16,110.07,114.94,118.02,109,-,-6.04%
13-Jan-16,117.14,106.12,117.42,104.63,-,12.07%
12-Jan-16,104.52,105.74,109.48,103.77,-,-4.66%
11-Jan-16,109.63,114.27,115.86,108.3,-,-5.86%
8-Jan-16,116.46,110.74,116.62,108.21,-,-0.08%
7-Jan-16,116.55,110.97,116.97,106.55,-,13.09%
6-Jan-16,103.06,108.47,108.68,102.52,-,1.20%
5-Jan-16,101.84,106.54,107.34,101.04,-,-5.43%
4-Jan-16,107.69,110.08,115.06,107.69,-,7.48%
31-Dec-15,100.2,101.1,102.44,98.48,-,-0.61%
30-Dec-15,100.82,96.75,100.82,96.75,-,5.98%
29-Dec-15,95.13,97.58,97.75,94.85,-,-4.14%
28-Dec-15,99.24,102.62,103.88,99.24,-,-0.64%
24-Dec-15,99.88,100.06,100.52,98.3,-,0.27%
23-Dec-15,99.61,100.21,102.78,98.51,-,-1.29%
22-Dec-15,100.91,107.21,108.82,100.89,-,-7.79%
21-Dec-15,109.44,113.63,115.03,109.22,-,-7.51%
18-Dec-15,118.32,115.12,120.09,114.09,-,4.23%
17-Dec-15,113.52,108.42,114.89,107.71,-,4.21%
16-Dec-15,108.93,110.95,115.88,104.6,-,-4.76%
15-Dec-15,114.37,116.97,117.7,112.97,-,-6.42%
14-Dec-15,122.22,128.86,135.37,120.69,-,-6.77%
11-Dec-15,131.09,116.85,131.86,116.5,-,15.19%
10-Dec-15,113.8,113.07,115.16,110.04,-,-0.03%
9-Dec-15,113.83,107.41,116.47,105.33,-,14.79%
8-Dec-15,99.16,99.72,100.91,97.26,-,5.15%
7-Dec-15,94.3,91.79,98.35,91.65,-,5.73%
4-Dec-15,89.19,99.17,99.92,88.69,-,-12.39%
3-Dec-15,101.8,93.04,106.91,92.67,-,9.53%
2-Dec-15,92.94,87.81,94.78,86.3,-,6.44%
1-Dec-15,87.32,89.73,90.33,87.25,-,-3.87%
30-Nov-15,90.84,89.37,91.85,89.27,-,2.82%
27-Nov-15,88.35,88.08,89.42,87.65,-,2.57%
25-Nov-15,86.14,89.24,89.61,86.14,-,-3.90%
24-Nov-15,89.64,92.63,93.27,88.53,-,1.23%
23-Nov-15,88.55,92.53,92.84,88.27,-,-2.47%
20-Nov-15,90.79,93.77,93.89,90.57,-,-5.60%
19-Nov-15,96.18,93.84,97.23,93.14,-,2.90%
18-Nov-15,93.47,99.59,100.15,92.38,-,-6.87%
17-Nov-15,100.37,96.84,103.56,95.03,-,3.78%
16-Nov-15,96.71,106,106.54,96.71,-,-8.82%
13-Nov-15,106.06,98.74,107.63,98,-,8.02%
12-Nov-15,98.19,93.54,98.99,92.25,-,7.61%
11-Nov-15,91.25,89,91.64,88.48,-,4.93%
10-Nov-15,86.96,92.49,92.92,86.27,-,-6.46%
9-Nov-15,92.97,88.21,93.86,87.36,-,9.34%
6-Nov-15,85.03,88.08,90.07,85.03,-,-3.02%
5-Nov-15,87.68,88.72,91.21,87.68,-,-1.99%
4-Nov-15,89.46,86.8,89.78,86.28,-,2.43%
3-Nov-15,87.34,86.71,87.75,85.47,-,0.68%
2-Nov-15,86.75,93.32,93.45,85.46,-,-3.90%
30-Oct-15,90.27,88.71,90.28,86.43,-,1.88%
29-Oct-15,88.6,89.96,92.03,88.26,-,0.36%
28-Oct-15,88.28,94.63,96.08,87.99,-,-7.28%
27-Oct-15,95.21,98.08,99.67,94.7,-,-2.95%
26-Oct-15,98.1,99.35,99.56,96.03,-,0.92%
23-Oct-15,97.21,95.69,101.29,94.87,-,0.14%
22-Oct-15,97.07,100.51,101.43,96.69,-,-8.44%
21-Oct-15,106.02,94.97,106.59,91.7,-,9.18%
20-Oct-15,97.11,94.69,97.74,93.37,-,2.89%
19-Oct-15,94.38,99.17,100.06,94,-,-3.28%
16-Oct-15,97.58,97.19,100.89,96.99,-,1.00%
15-Oct-15,96.61,100.95,101.82,96.56,-,-5.55%
14-Oct-15,102.29,101.49,103.75,99.55,-,4.01%
13-Oct-15,98.35,92.19,98.47,90.51,-,11.42%
12-Oct-15,88.27,91.57,92.37,88.23,-,-0.91%
9-Oct-15,89.08,88.14,91.15,87.35,-,0.75%
8-Oct-15,88.42,90.57,90.82,85.6,-,-1.13%
7-Oct-15,89.43,91.03,94.04,89.33,-,-3.28%
6-Oct-15,92.46,92.5,93.83,90.73,-,0.18%
5-Oct-15,92.29,94.84,94.84,90.86,-,-2.92%
2-Oct-15,95.07,102.14,102.62,95.07,-,-3.26%
1-Oct-15,98.27,102.63,103.3,98.27,-,-4.85%
30-Sep-15,103.28,107.1,107.17,102.37,-,-6.95%
29-Sep-15,110.99,113.94,115.75,110.63,-,-3.75%
28-Sep-15,115.31,113.4,117.6,112.39,-,4.32%
25-Sep-15,110.54,105.88,113.24,104.98,-,0.38%
24-Sep-15,110.12,110.52,116.29,108.32,-,4.02%
23-Sep-15,105.86,110.47,112.34,104.63,-,-4.94%
22-Sep-15,111.36,111.91,116.67,110.04,-,7.70%
21-Sep-15,103.4,115.02,115.18,103.4,-,-11.06%
18-Sep-15,116.26,120.79,120.83,113.33,-,-1.55%
17-Sep-15,118.09,108.45,118.47,93.9,-,10.34%
16-Sep-15,107.02,108.51,112.77,106.48,-,-2.12%
15-Sep-15,109.34,116.69,117.21,109.34,-,-7.35%
14-Sep-15,118.01,120.02,120.19,117.25,-,-0.91%
11-Sep-15,119.09,126.29,126.66,118.99,-,-6.27%
10-Sep-15,127.06,132.28,132.9,126.88,-,-3.23%
9-Sep-15,131.3,128.74,131.63,127.78,-,11.63%
8-Sep-15,117.62,120.51,120.73,117.54,-,-4.49%
4-Sep-15,123.15,121.15,125.81,120.31,-,4.22%
3-Sep-15,118.16,113.2,118.63,112.44,-,3.26%
2-Sep-15,114.43,125.62,125.62,113.96,-,-11.25%
1-Sep-15,128.94,135.17,135.3,128.46,-,1.30%
31-Aug-15,127.28,128.27,128.27,122.2,-,0.08%
28-Aug-15,127.18,130.69,131.93,125.63,-,-1.10%
27-Aug-15,128.59,128.69,134.73,121.77,-,-4.26%
26-Aug-15,134.31,142.98,147.88,131.08,-,-11.88%
25-Aug-15,152.42,146.76,157.48,141.69,-,-9.68%
24-Aug-15,168.75,212.22,212.22,148.68,-,21.78%
21-Aug-15,138.57,113.27,138.95,111.68,-,27.42%
20-Aug-15,108.75,96.13,108.84,94.28,-,18.41%
19-Aug-15,91.84,89.85,95.13,85.88,-,3.38%
18-Aug-15,88.84,87.52,89.24,85.72,-,1.71%
17-Aug-15,87.35,91.39,93.04,87.07,-,-2.27%
14-Aug-15,89.38,89.34,90.68,87.75,-,1.15%
13-Aug-15,88.36,87.36,89,85.22,-,0.26%
12-Aug-15,88.13,94.06,100.68,87.89,-,3.41%
11-Aug-15,85.22,85.65,86.87,83.14,-,6.25%
10-Aug-15,80.21,81.81,81.9,79.51,-,-2.86%
7-Aug-15,82.57,83.98,86.78,82.36,-,-2.12%
6-Aug-15,84.36,79.39,87.28,79.21,-,5.32%
5-Aug-15,80.1,79.01,80.39,77.16,-,-0.89%
4-Aug-15,80.82,80.05,81.78,78.94,-,1.75%
3-Aug-15,79.43,83.67,84.57,78.98,-,-2.86%
31-Jul-15,81.77,81.71,82.85,80.12,-,1.39%
30-Jul-15,80.65,83.93,87.02,80.51,-,-2.76%
29-Jul-15,82.94,84.42,84.68,82.51,-,-2.16%
28-Jul-15,84.77,92.35,95.37,83.52,-,-12.90%
27-Jul-15,97.32,94.44,100.12,93.78,-,10.14%
24-Jul-15,88.36,82.03,91.86,82.03,-,8.23%
23-Jul-15,81.64,79.24,84.18,78.52,-,3.49%
22-Jul-15,78.89,84.61,84.65,78.22,-,-4.45%
21-Jul-15,82.56,84.93,85.71,82.43,-,-2.16%
20-Jul-15,84.38,85.74,86.07,83.59,-,-1.10%
17-Jul-15,85.32,86.48,87.43,84.91,-,-2.07%
16-Jul-15,87.12,87.48,88.25,84.65,-,-4.06%
15-Jul-15,90.81,90.13,93.29,88.62,-,3.96%
14-Jul-15,87.35,86.2,87.45,83.91,-,1.63%
13-Jul-15,85.95,96.03,96.11,85.89,-,-15.06%
10-Jul-15,101.19,106.85,109.83,100.68,-,-12.28%
9-Jul-15,115.36,106.31,115.36,104.67,-,3.30%
8-Jul-15,111.67,104.86,112.26,104.02,-,12.40%
7-Jul-15,99.35,106.85,114.01,99.07,-,-6.25%
6-Jul-15,105.97,110.62,112.42,104.57,-,0.79%
2-Jul-15,105.14,97.33,111.79,97.17,-,7.73%
1-Jul-15,97.6,101.1,105.29,97.14,-,-11.41%
30-Jun-15,110.17,108.6,117.84,107.87,-,-5.84%
29-Jun-15,117,92.39,117.6,91.21,-,40.81%
26-Jun-15,83.09,81.51,85.6,81.51,-,-0.50%
25-Jun-15,83.51,80.74,83.95,79.06,-,1.19%
24-Jun-15,82.53,80.37,83.26,78.46,-,4.67%
23-Jun-15,78.85,82.57,84.58,78.84,-,-5.99%
22-Jun-15,83.87,89.27,89.27,83.22,-,-9.00%
19-Jun-15,92.16,89.83,92.98,88.7,-,3.32%
18-Jun-15,89.2,91.44,91.81,88.11,-,-4.28%
17-Jun-15,93.19,94.67,96.64,91.13,-,-2.89%
16-Jun-15,95.96,95.65,97.42,94.12,-,-0.17%
15-Jun-15,96.12,90.32,97.7,90.32,-,12.36%
12-Jun-15,85.55,80.53,88.08,80.03,-,7.57%
11-Jun-15,79.53,81.04,81.37,77.82,-,-2.54%
10-Jun-15,81.6,88.33,88.41,81.1,-,-3.25%
9-Jun-15,84.34,86.24,87.24,83.55,-,-2.50%
8-Jun-15,86.5,85.67,87.33,85.29,-,2.85%
5-Jun-15,84.1,87.85,89.13,83.56,-,-4.42%
4-Jun-15,87.99,80.66,89.61,80.58,-,11.00%
3-Jun-15,79.27,79.42,80.51,78.36,-,-1.66%
2-Jun-15,80.61,80.47,81.72,78.46,-,2.18%
1-Jun-15,78.89,79.01,80.79,78.12,-,-0.23%
29-May-15,79.07,78.94,80.62,77.38,-,2.22%
28-May-15,77.35,78.83,80.21,77.35,-,-0.57%
27-May-15,77.79,80.86,81.58,76.89,-,-5.06%
26-May-15,81.94,78.32,84.14,77.76,-,7.84%
22-May-15,75.98,73.07,76.41,72.2,-,3.83%
21-May-15,73.18,77.72,77.94,72.62,-,-5.00%
20-May-15,77.03,77.83,79.83,75.35,-,-0.64%
19-May-15,77.53,81.45,82.91,77.11,-,-5.52%
18-May-15,82.06,82.29,82.36,80.59,-,1.40%
15-May-15,80.93,81.37,83.28,80.83,-,-1.71%
14-May-15,82.34,83.39,83.86,80.17,-,-2.50%
13-May-15,84.45,86.52,87.56,84.09,-,-0.22%
12-May-15,84.64,84.37,85.81,82.47,-,1.84%
11-May-15,83.11,80.94,83.11,78.24,-,4.62%
8-May-15,79.44,83.92,84.36,78.62,-,-10.95%
7-May-15,89.21,90.45,93.7,89.18,-,-1.75%
6-May-15,90.8,82.2,95.72,82.2,-,7.52%
5-May-15,84.45,80.36,84.75,80.07,-,7.50%
4-May-15,78.56,80.79,81.18,78.56,-,-1.36%
1-May-15,79.64,84.54,85.04,79.57,-,-8.54%
30-Apr-15,87.08,83.08,88.55,82.2,-,5.85%
29-Apr-15,82.27,80.3,84.81,79.44,-,5.91%
28-Apr-15,77.68,82.07,85.42,77.63,-,-4.36%
27-Apr-15,81.22,76.51,82.26,76.48,-,6.27%
24-Apr-15,76.43,78,78.93,76.2,-,-2.23%
23-Apr-15,78.17,80.56,80.6,77.61,-,-1.92%
22-Apr-15,79.7,81.25,83.04,79.56,-,-1.96%
21-Apr-15,81.29,80.67,82.83,79.81,-,-0.23%
20-Apr-15,81.48,84.44,84.44,79.67,-,-5.22%
17-Apr-15,85.97,82.85,89,82.27,-,7.76%
16-Apr-15,79.78,80.23,81.19,78.71,-,-0.06%
15-Apr-15,79.83,81.68,82.1,79.48,-,-2.54%
14-Apr-15,81.91,83.47,85.15,81.24,-,-2.26%
13-Apr-15,83.8,79.18,85.78,78.94,-,6.20%
10-Apr-15,78.91,80.14,80.66,78.26,-,-2.23%
9-Apr-15,80.71,84.2,86,80.6,-,-4.78%
8-Apr-15,84.76,85.73,86.49,83.7,-,6.35%
7-Apr-15,79.7,80.33,80.33,78.99,-,-0.75%
6-Apr-15,80.3,83.87,83.95,79.9,-,0.11%
2-Apr-15,80.21,82.39,83.08,80.03,-,-3.15%
1-Apr-15,82.82,84.18,87.79,82.76,-,-1.42%
31-Mar-15,84.01,82.67,84.38,81.5,-,2.25%
30-Mar-15,82.16,85.72,85.78,81.81,-,-5.02%
27-Mar-15,86.5,86.88,88.05,86.22,-,-0.61%
26-Mar-15,87.03,87.11,88.65,82.86,-,4.20%
25-Mar-15,83.52,78.76,84.43,78.75,-,4.35%
24-Mar-15,80.04,78.81,80.68,77.03,-,0.08%
23-Mar-15,79.98,81.05,81.41,78.37,-,-0.63%
20-Mar-15,80.49,79.49,80.86,77.71,-,-1.37%
19-Mar-15,81.61,82.55,83.43,80.33,-,0.48%
18-Mar-15,81.22,88.64,89.65,80.23,-,-7.97%
17-Mar-15,88.25,91.1,91.25,86.82,-,-2.53%
16-Mar-15,90.54,92.24,93.04,89.64,-,-2.77%
13-Mar-15,93.12,89.46,96.02,88.5,-,4.07%
12-Mar-15,89.48,94.63,95,88.78,-,-8.02%
11-Mar-15,97.28,93.98,97.61,93.89,-,5.87%
10-Mar-15,91.89,89.46,92.4,88.73,-,7.41%
9-Mar-15,85.55,88.75,88.92,85.08,-,-1.53%
6-Mar-15,86.88,82.73,88.32,81.21,-,6.92%
5-Mar-15,81.26,84.3,84.41,81.06,-,-3.38%
4-Mar-15,84.1,86.52,89.5,84.03,-,-1.12%
3-Mar-15,85.05,82.63,86.62,82.07,-,3.92%
2-Mar-15,81.84,87.47,87.52,81.83,-,-3.98%
27-Feb-15,85.23,87.37,87.67,84.47,-,-1.96%
26-Feb-15,86.93,85.97,89.62,84.66,-,0.42%
25-Feb-15,86.57,83.27,88.22,81.73,-,4.74%
24-Feb-15,82.65,85.43,85.62,80.88,-,-4.04%
23-Feb-15,86.13,87.87,88.5,85.25,-,0.41%
20-Feb-15,85.78,88.86,89.65,85.36,-,-2.08%
